device cuda n_gpu 1 distributed training False
***** Running training *****
  Batch size = 4
  Num steps = 1816
step: 10 | train loss: 0.01493116095662117 | train acc 0.6583210825920105
step: 20 | train loss: 0.01285853236913681 | train acc 0.6753069758415222
step: 30 | train loss: 0.01178646832704544 | train acc 0.6927297711372375
step: 40 | train loss: 0.010747097432613373 | train acc 0.7207702994346619
step: 50 | train loss: 0.010005488991737366 | train acc 0.727148711681366
step: 60 | train loss: 0.01115864422172308 | train acc 0.7071823477745056
step: 70 | train loss: 0.012005670927464962 | train acc 0.6933534741401672
step: 80 | train loss: 0.010758409276604652 | train acc 0.7243767380714417
step: 90 | train loss: 0.010407405905425549 | train acc 0.7028112411499023
step: 100 | train loss: 0.010404789820313454 | train acc 0.7074176073074341
step: 110 | train loss: 0.010079288855195045 | train acc 0.7455048561096191
step: 120 | train loss: 0.00885376613587141 | train acc 0.7706044316291809
step: 130 | train loss: 0.013263574801385403 | train acc 0.6802413463592529
step: 140 | train loss: 0.010376800782978535 | train acc 0.7062069177627563
step: 150 | train loss: 0.01245067548006773 | train acc 0.666208803653717
step: 160 | train loss: 0.010912577621638775 | train acc 0.6917712688446045
step: 170 | train loss: 0.01048679742962122 | train acc 0.6908602118492126
step: 180 | train loss: 0.009654873982071877 | train acc 0.7418032288551331
step: 190 | train loss: 0.011965468525886536 | train acc 0.6712707281112671
step: 200 | train loss: 0.011788778007030487 | train acc 0.6791366934776306
step: 210 | train loss: 0.010414062067866325 | train acc 0.7057182788848877
step: 220 | train loss: 0.00932847335934639 | train acc 0.7426666617393494
step: 230 | train loss: 0.009466825053095818 | train acc 0.7420690059661865
step: 240 | train loss: 0.01025541964918375 | train acc 0.7034013867378235
step: 250 | train loss: 0.009764705784618855 | train acc 0.7105624079704285
step: 260 | train loss: 0.012467650696635246 | train acc 0.6971935033798218
step: 270 | train loss: 0.010984750464558601 | train acc 0.6964769959449768
step: 280 | train loss: 0.010143458843231201 | train acc 0.7112010717391968
step: 290 | train loss: 0.010585688054561615 | train acc 0.7056337594985962
step: 300 | train loss: 0.010708237998187542 | train acc 0.698499321937561
step: 310 | train loss: 0.009783599525690079 | train acc 0.7423822283744812
step: 320 | train loss: 0.010428009554743767 | train acc 0.7059659361839294
step: 330 | train loss: 0.010338990017771721 | train acc 0.7300000190734863
step: 340 | train loss: 0.009406093508005142 | train acc 0.744911789894104
step: 350 | train loss: 0.008725407533347607 | train acc 0.7635605335235596
step: 360 | train loss: 0.008871614933013916 | train acc 0.7517241835594177
step: 370 | train loss: 0.010471249930560589 | train acc 0.7020134329795837
step: 380 | train loss: 0.009487006813287735 | train acc 0.7292817831039429
step: 390 | train loss: 0.011320721358060837 | train acc 0.7372742295265198
step: 400 | train loss: 0.010096674785017967 | train acc 0.7493113279342651
step: 410 | train loss: 0.008905849419534206 | train acc 0.7601115703582764
step: 420 | train loss: 0.00869052391499281 | train acc 0.7763713002204895
step: 430 | train loss: 0.008945978246629238 | train acc 0.7732394337654114
step: 440 | train loss: 0.00986337661743164 | train acc 0.7165775299072266
step: 450 | train loss: 0.008880749344825745 | train acc 0.782071053981781
step: 460 | train loss: 0.009536316618323326 | train acc 0.747922420501709
step: 470 | train loss: 0.009609652683138847 | train acc 0.720708429813385
step: 480 | train loss: 0.008336098864674568 | train acc 0.7553476095199585
step: 490 | train loss: 0.00977579690515995 | train acc 0.727150559425354
step: 500 | train loss: 0.00843887124210596 | train acc 0.7641379833221436
step: 510 | train loss: 0.008458654396235943 | train acc 0.7822932004928589
step: 520 | train loss: 0.010540066286921501 | train acc 0.7441860437393188
step: 530 | train loss: 0.009281034581363201 | train acc 0.7441217303276062
step: 540 | train loss: 0.009745701216161251 | train acc 0.7420250177383423
step: 550 | train loss: 0.0095876669511199 | train acc 0.7318741679191589
step: 560 | train loss: 0.01015587616711855 | train acc 0.7203390002250671
step: 570 | train loss: 0.008589834906160831 | train acc 0.7677852511405945
step: 580 | train loss: 0.00931673962622881 | train acc 0.7636632323265076
step: 590 | train loss: 0.009395027533173561 | train acc 0.7337931394577026
step: 600 | train loss: 0.008821696974337101 | train acc 0.7520661354064941
step: 610 | train loss: 0.008959360420703888 | train acc 0.73777174949646
step: 620 | train loss: 0.008829105645418167 | train acc 0.7574931979179382
step: 630 | train loss: 0.007702490780502558 | train acc 0.792276918888092
