device cuda n_gpu 1 distributed training False
***** Running training *****
  Batch size = 2
  Num steps = 1833
step: 10 | train loss: 0.02151254005730152 | train acc 0.4183514714241028
step: 10 | train loss: 0.01603163219988346 | train acc 0.5
step: 20 | train loss: 0.011649957858026028 | train acc 0.694767415523529
step: 20 | train loss: 0.006405886262655258 | train acc 0.8205128312110901
step: 30 | train loss: 0.008685968816280365 | train acc 0.7862266898155212
step: 30 | train loss: 0.0056253657676279545 | train acc 0.7948718070983887
step: 40 | train loss: 0.008271591737866402 | train acc 0.7900875210762024
step: 40 | train loss: 0.004934343975037336 | train acc 0.8620689511299133
step: 50 | train loss: 0.007303104270249605 | train acc 0.8131241202354431
step: 50 | train loss: 0.004846334457397461 | train acc 0.8421052694320679
step: 60 | train loss: 0.008720551617443562 | train acc 0.7756314873695374
step: 60 | train loss: 0.006606062408536673 | train acc 0.8108108043670654
step: 70 | train loss: 0.009607195854187012 | train acc 0.8098859190940857
step: 70 | train loss: 0.005122786853462458 | train acc 0.8611111044883728
step: 80 | train loss: 0.0072339619509875774 | train acc 0.8234421610832214
step: 80 | train loss: 0.004016757011413574 | train acc 0.9142857193946838
step: 90 | train loss: 0.007530784234404564 | train acc 0.8171262741088867
step: 90 | train loss: 0.0022964307572692633 | train acc 0.9714285731315613
step: 100 | train loss: 0.006929838564246893 | train acc 0.8036984205245972
step: 100 | train loss: 0.00793542992323637 | train acc 0.7692307829856873
step: 110 | train loss: 0.007102952338755131 | train acc 0.8175487518310547
step: 110 | train loss: 0.00715666264295578 | train acc 0.8857142925262451
step: 120 | train loss: 0.008438179269433022 | train acc 0.8076358437538147
step: 120 | train loss: 0.0064229294657707214 | train acc 0.8500000238418579
step: 130 | train loss: 0.0069945696741342545 | train acc 0.8208722472190857
step: 130 | train loss: 0.007038882002234459 | train acc 1.0
step: 140 | train loss: 0.0059218499809503555 | train acc 0.8552238941192627
step: 140 | train loss: 0.007683930452913046 | train acc 0.8484848737716675
step: 150 | train loss: 0.005410860292613506 | train acc 0.8531976938247681
step: 150 | train loss: 0.0026244993787258863 | train acc 0.9000000357627869
step: 160 | train loss: 0.005836350377649069 | train acc 0.8530259132385254
step: 160 | train loss: 0.006611719261854887 | train acc 0.7948718070983887
step: 170 | train loss: 0.005577154457569122 | train acc 0.8486562967300415
step: 170 | train loss: 0.0078093791380524635 | train acc 0.7692307829856873
step: 180 | train loss: 0.005932100582867861 | train acc 0.8632478713989258
step: 180 | train loss: 0.011582313105463982 | train acc 0.7586206793785095
step: 190 | train loss: 0.005269363988190889 | train acc 0.8565217852592468
step: 190 | train loss: 0.008147715590894222 | train acc 0.8823529481887817
step: 200 | train loss: 0.00811570044606924 | train acc 0.8554421663284302
step: 200 | train loss: 0.008144974708557129 | train acc 0.8611111044883728
step: 210 | train loss: 0.005057197064161301 | train acc 0.8762589693069458
step: 210 | train loss: 0.003799005877226591 | train acc 0.8421052694320679
step: 220 | train loss: 0.00856971275061369 | train acc 0.8382978439331055
step: 220 | train loss: 0.010590950958430767 | train acc 0.800000011920929
step: 230 | train loss: 0.004662385676056147 | train acc 0.8762736916542053
step: 230 | train loss: 0.0045418222434818745 | train acc 0.8461538553237915
step: 240 | train loss: 0.0068156179040670395 | train acc 0.8399999737739563
step: 240 | train loss: 0.0023672187235206366 | train acc 0.925000011920929
step: 250 | train loss: 0.006862376816570759 | train acc 0.8333333730697632
step: 250 | train loss: 0.005238142795860767 | train acc 0.875
step: 260 | train loss: 0.0053836931474506855 | train acc 0.8662519454956055
step: 260 | train loss: 0.004409365821629763 | train acc 0.9459459781646729
step: 270 | train loss: 0.00482042133808136 | train acc 0.883024275302887
