device cuda n_gpu 1 distributed training False
***** Running training *****
  Batch size = 4
  Num steps = 1815
step: 10 | train loss: 0.015201370231807232 | train acc 0.665217399597168
step: 20 | train loss: 0.011233818717300892 | train acc 0.7166666984558105
step: 30 | train loss: 0.01177853811532259 | train acc 0.68733149766922
step: 40 | train loss: 0.010679316706955433 | train acc 0.6880108714103699
step: 50 | train loss: 0.00999643187969923 | train acc 0.7375690937042236
step: 60 | train loss: 0.01135388482362032 | train acc 0.6894665360450745
step: 70 | train loss: 0.011860172264277935 | train acc 0.6943573355674744
step: 80 | train loss: 0.011086108162999153 | train acc 0.7142857313156128
step: 90 | train loss: 0.010777484625577927 | train acc 0.6892808675765991
step: 100 | train loss: 0.010268823243677616 | train acc 0.7103825211524963
step: 110 | train loss: 0.009879138320684433 | train acc 0.7298049926757812
step: 120 | train loss: 0.010133035480976105 | train acc 0.7023809552192688
step: 130 | train loss: 0.011673378758132458 | train acc 0.7147335410118103
step: 140 | train loss: 0.010982165113091469 | train acc 0.7039105892181396
step: 150 | train loss: 0.009919444099068642 | train acc 0.7327001690864563
step: 160 | train loss: 0.010808657854795456 | train acc 0.7093185186386108
step: 170 | train loss: 0.010050054639577866 | train acc 0.6924101114273071
step: 180 | train loss: 0.010712115094065666 | train acc 0.6988950371742249
step: 190 | train loss: 0.010382073931396008 | train acc 0.7261236310005188
step: 200 | train loss: 0.010546057485044003 | train acc 0.7108262181282043
step: 210 | train loss: 0.010223985649645329 | train acc 0.7158620953559875
step: 220 | train loss: 0.009691040962934494 | train acc 0.7354925274848938
step: 230 | train loss: 0.01046609878540039 | train acc 0.6993007063865662
step: 240 | train loss: 0.010400396771728992 | train acc 0.7100840210914612
step: 250 | train loss: 0.011112759821116924 | train acc 0.6916890144348145
step: 260 | train loss: 0.011693078093230724 | train acc 0.7289433479309082
step: 270 | train loss: 0.009667985141277313 | train acc 0.717391312122345
step: 280 | train loss: 0.009013006463646889 | train acc 0.744966447353363
step: 290 | train loss: 0.010792067274451256 | train acc 0.7032520174980164
step: 300 | train loss: 0.010713200084865093 | train acc 0.6900269389152527
step: 310 | train loss: 0.00911676324903965 | train acc 0.7307692766189575
step: 320 | train loss: 0.009162254631519318 | train acc 0.7619718313217163
step: 330 | train loss: 0.01193841639906168 | train acc 0.6998491883277893
step: 340 | train loss: 0.010545083321630955 | train acc 0.6928281188011169
step: 350 | train loss: 0.009682134725153446 | train acc 0.7112010717391968
step: 360 | train loss: 0.00983365997672081 | train acc 0.7411924004554749
step: 370 | train loss: 0.009319441393017769 | train acc 0.7621622085571289
step: 380 | train loss: 0.009196964092552662 | train acc 0.7542135119438171
step: 390 | train loss: 0.012632617726922035 | train acc 0.7001647353172302
step: 400 | train loss: 0.009961261413991451 | train acc 0.7170596718788147
step: 410 | train loss: 0.008502268232405186 | train acc 0.7852257490158081
step: 420 | train loss: 0.00976586900651455 | train acc 0.7205882668495178
step: 430 | train loss: 0.009525835514068604 | train acc 0.7380318641662598
step: 440 | train loss: 0.009416998364031315 | train acc 0.7480105757713318
step: 450 | train loss: 0.010337539948523045 | train acc 0.7441860437393188
step: 460 | train loss: 0.010996823199093342 | train acc 0.7219858169555664
step: 470 | train loss: 0.009141426533460617 | train acc 0.7337931394577026
step: 480 | train loss: 0.009012977592647076 | train acc 0.7542135119438171
step: 490 | train loss: 0.008035206235945225 | train acc 0.7786774635314941
step: 500 | train loss: 0.008757654577493668 | train acc 0.7734057307243347
step: 510 | train loss: 0.009868554770946503 | train acc 0.739130437374115
step: 520 | train loss: 0.009505439549684525 | train acc 0.7496229410171509
step: 530 | train loss: 0.010166413150727749 | train acc 0.7142857313156128
step: 540 | train loss: 0.008122563362121582 | train acc 0.7786774635314941
step: 550 | train loss: 0.008490695618093014 | train acc 0.7794730067253113
step: 560 | train loss: 0.00909348577260971 | train acc 0.7533875703811646
step: 570 | train loss: 0.008023618720471859 | train acc 0.7726638913154602
step: 580 | train loss: 0.011067601852118969 | train acc 0.7284671068191528
step: 590 | train loss: 0.008224911987781525 | train acc 0.7782257795333862
step: 600 | train loss: 0.009166053496301174 | train acc 0.7493074536323547
step: 610 | train loss: 0.007881492376327515 | train acc 0.7935656905174255
step: 620 | train loss: 0.00853502843528986 | train acc 0.7730398774147034
step: 630 | train loss: 0.008314167149364948 | train acc 0.767978310585022
step: 640 | train loss: 0.008422278799116611 | train acc 0.7617135047912598
step: 650 | train loss: 0.00938474852591753 | train acc 0.7378223538398743
step: 660 | train loss: 0.008325997740030289 | train acc 0.7815468311309814
step: 670 | train loss: 0.008508600294589996 | train acc 0.7863013744354248
step: 680 | train loss: 0.008419657126069069 | train acc 0.7693333029747009
step: 690 | train loss: 0.00960735883563757 | train acc 0.7506738305091858
step: 700 | train loss: 0.008306922391057014 | train acc 0.7706044316291809
step: 710 | train loss: 0.009733393788337708 | train acc 0.7581395506858826
step: 720 | train loss: 0.010114670731127262 | train acc 0.7279005646705627
step: 730 | train loss: 0.010034053586423397 | train acc 0.726402223110199
step: 740 | train loss: 0.008736194111406803 | train acc 0.7755960822105408
step: 750 | train loss: 0.008797773160040379 | train acc 0.7777777910232544
step: 760 | train loss: 0.009070445783436298 | train acc 0.7586685419082642
step: 770 | train loss: 0.00843615923076868 | train acc 0.7793696522712708
step: 780 | train loss: 0.008905592374503613 | train acc 0.757241427898407
step: 790 | train loss: 0.009866858832538128 | train acc 0.7609289288520813
step: 800 | train loss: 0.00910007394850254 | train acc 0.7538036108016968
step: 810 | train loss: 0.008651561103761196 | train acc 0.7534435391426086
step: 820 | train loss: 0.007670428138226271 | train acc 0.7871760129928589
step: 830 | train loss: 0.008469847962260246 | train acc 0.7691237926483154
step: 840 | train loss: 0.009018640965223312 | train acc 0.7681818008422852
step: 850 | train loss: 0.009859774261713028 | train acc 0.7496580481529236
step: 860 | train loss: 0.008090445771813393 | train acc 0.7658142447471619
