device cuda n_gpu 1 distributed training False
***** Running training *****
  Batch size = 2
  Num steps = 1784
step: 10 | train loss: 0.02136418968439102 | train acc 0.453125
step: 10 | train loss: 0.014064633287489414 | train acc 0.6486486792564392
step: 20 | train loss: 0.013451158069074154 | train acc 0.6719653010368347
step: 20 | train loss: 0.005755321588367224 | train acc 0.8611111044883728
step: 30 | train loss: 0.008632938377559185 | train acc 0.7855072617530823
step: 30 | train loss: 0.01980871893465519 | train acc 0.6578947305679321
step: 40 | train loss: 0.008093291893601418 | train acc 0.8114525079727173
step: 40 | train loss: 0.03364262729883194 | train acc 0.5882353186607361
step: 50 | train loss: 0.006452052854001522 | train acc 0.8267045617103577
step: 50 | train loss: 0.006753659341484308 | train acc 0.8205128312110901
step: 60 | train loss: 0.007427649572491646 | train acc 0.7861189842224121
step: 60 | train loss: 0.009744941256940365 | train acc 0.7941176295280457
step: 70 | train loss: 0.009144531562924385 | train acc 0.8010849952697754
step: 70 | train loss: 0.006321043241769075 | train acc 0.8648648858070374
step: 80 | train loss: 0.005749688483774662 | train acc 0.8420290350914001
step: 80 | train loss: 0.006112910341471434 | train acc 0.8684210777282715
step: 90 | train loss: 0.0073868148028850555 | train acc 0.8064992427825928
step: 90 | train loss: 0.0031786481849849224 | train acc 0.9411764740943909
step: 100 | train loss: 0.006943199783563614 | train acc 0.8323863744735718
step: 100 | train loss: 0.005449031945317984 | train acc 0.7692307829856873
step: 110 | train loss: 0.007080360781401396 | train acc 0.8383838534355164
step: 110 | train loss: 0.003585129277780652 | train acc 0.9615384936332703
step: 120 | train loss: 0.006772566121071577 | train acc 0.8464849591255188
step: 120 | train loss: 0.0017353384755551815 | train acc 0.96875
step: 130 | train loss: 0.006120382808148861 | train acc 0.859967052936554
step: 130 | train loss: 0.0028403475880622864 | train acc 1.0
step: 140 | train loss: 0.004900685511529446 | train acc 0.8820961117744446
step: 140 | train loss: 0.005351755302399397 | train acc 0.8666667342185974
step: 150 | train loss: 0.0068124812096357346 | train acc 0.8555240631103516
step: 150 | train loss: 0.0027768996078521013 | train acc 0.9459459781646729
step: 160 | train loss: 0.0057122292928397655 | train acc 0.8454935550689697
step: 160 | train loss: 0.008613563142716885 | train acc 0.8055555820465088
