device cuda n_gpu 1 distributed training False
***** Running training *****
  Batch size = 2
  Num steps = 1834
step: 10 | train loss: 0.02317609265446663 | train acc 0.4003623127937317
step: 10 | train loss: 0.016634173691272736 | train acc 0.4285714328289032
step: 20 | train loss: 0.011878655292093754 | train acc 0.6965035200119019
step: 20 | train loss: 0.008247810415923595 | train acc 0.7631579041481018
step: 30 | train loss: 0.010340314358472824 | train acc 0.7888730764389038
step: 30 | train loss: 0.0042186882346868515 | train acc 0.9166666865348816
step: 40 | train loss: 0.008048820309340954 | train acc 0.8011363744735718
step: 40 | train loss: 0.0032964383717626333 | train acc 0.8500000238418579
step: 50 | train loss: 0.007227911613881588 | train acc 0.830945611000061
step: 50 | train loss: 0.0074339271523058414 | train acc 0.824999988079071
step: 60 | train loss: 0.008007070980966091 | train acc 0.7979651093482971
step: 60 | train loss: 0.012937603518366814 | train acc 0.6470588445663452
step: 70 | train loss: 0.008596621453762054 | train acc 0.8562367558479309
step: 70 | train loss: 0.005190181080251932 | train acc 0.8378378748893738
step: 80 | train loss: 0.007803766056895256 | train acc 0.8248174786567688
step: 80 | train loss: 0.005228031426668167 | train acc 0.8461538553237915
step: 90 | train loss: 0.007483305409550667 | train acc 0.8065433502197266
step: 90 | train loss: 0.005209803115576506 | train acc 0.8717948794364929
step: 100 | train loss: 0.006156073417514563 | train acc 0.8487874865531921
step: 100 | train loss: 0.004814370535314083 | train acc 0.8648648858070374
step: 110 | train loss: 0.008111403323709965 | train acc 0.8066759705543518
step: 110 | train loss: 0.0035985861904919147 | train acc 0.8888888955116272
step: 120 | train loss: 0.006731550209224224 | train acc 0.8492957353591919
step: 120 | train loss: 0.00813587848097086 | train acc 0.8461538553237915
step: 130 | train loss: 0.006283287890255451 | train acc 0.8532257676124573
step: 130 | train loss: 0.007467776536941528 | train acc 1.0
step: 140 | train loss: 0.004813797306269407 | train acc 0.894568681716919
step: 140 | train loss: 0.003539516357704997 | train acc 0.8918918967247009
step: 150 | train loss: 0.0079945158213377 | train acc 0.8510028719902039
step: 150 | train loss: 0.03928656131029129 | train acc 0.5714285969734192
step: 160 | train loss: 0.00492151640355587 | train acc 0.893217921257019
step: 160 | train loss: 0.003270260291174054 | train acc 0.9473684430122375
step: 170 | train loss: 0.004859079606831074 | train acc 0.8981077075004578
step: 170 | train loss: 0.0046624387614429 | train acc 0.8421052694320679
step: 180 | train loss: 0.005288830492645502 | train acc 0.8693758845329285
step: 180 | train loss: 0.011593981646001339 | train acc 0.6756756901741028
step: 190 | train loss: 0.005789551883935928 | train acc 0.8503703474998474
step: 190 | train loss: 0.0027000438421964645 | train acc 0.90625
step: 200 | train loss: 0.008149540983140469 | train acc 0.840266227722168
step: 200 | train loss: 0.004667906556278467 | train acc 0.8571428656578064
step: 210 | train loss: 0.005508859641849995 | train acc 0.8624113202095032
step: 210 | train loss: 0.01862228848040104 | train acc 0.8148148059844971
step: 220 | train loss: 0.0052574132569134235 | train acc 0.8703169822692871
