device cuda n_gpu 1 distributed training False
***** Running training *****
  Batch size = 2
  Num steps = 1834
step: 10 | train loss: 0.0225022304803133 | train acc 0.4252336323261261
step: 10 | train loss: 0.013125014491379261 | train acc 0.6000000238418579
step: 20 | train loss: 0.011376078240573406 | train acc 0.6861626505851746
step: 20 | train loss: 0.012420733459293842 | train acc 0.7096773982048035
step: 30 | train loss: 0.010593605227768421 | train acc 0.7514534592628479
step: 30 | train loss: 0.006961077451705933 | train acc 0.824999988079071
step: 40 | train loss: 0.008104187436401844 | train acc 0.8104667663574219
step: 40 | train loss: 0.008681362494826317 | train acc 0.7948718070983887
step: 50 | train loss: 0.006767459213733673 | train acc 0.8448023200035095
step: 50 | train loss: 0.005156068131327629 | train acc 0.824999988079071
step: 60 | train loss: 0.008245592936873436 | train acc 0.7818447947502136
step: 60 | train loss: 0.007375854998826981 | train acc 0.800000011920929
step: 70 | train loss: 0.008382754400372505 | train acc 0.8057921528816223
step: 70 | train loss: 0.006877197418361902 | train acc 0.8285714387893677
step: 80 | train loss: 0.008243880234658718 | train acc 0.8043795228004456
step: 80 | train loss: 0.003599513554945588 | train acc 0.8947368264198303
step: 90 | train loss: 0.00818551704287529 | train acc 0.7959184050559998
step: 90 | train loss: 0.004269011784344912 | train acc 0.8571428656578064
step: 100 | train loss: 0.008307401090860367 | train acc 0.8095930218696594
step: 100 | train loss: 0.0025719532277435064 | train acc 0.949999988079071
step: 110 | train loss: 0.007544598542153835 | train acc 0.790960431098938
step: 110 | train loss: 0.012603983283042908 | train acc 0.675000011920929
step: 120 | train loss: 0.007601012475788593 | train acc 0.8034188151359558
step: 120 | train loss: 0.010248778387904167 | train acc 0.7750000357627869
step: 130 | train loss: 0.008477391675114632 | train acc 0.7882165908813477
step: 130 | train loss: 0.009351465851068497 | train acc 0.8947368264198303
step: 140 | train loss: 0.007086395286023617 | train acc 0.843478262424469
step: 140 | train loss: 0.02963932417333126 | train acc 0.5250000357627869
step: 150 | train loss: 0.006622514687478542 | train acc 0.84375
step: 150 | train loss: 0.001566004939377308 | train acc 1.0
step: 160 | train loss: 0.007515855133533478 | train acc 0.8226037621498108
step: 160 | train loss: 0.0032962877303361893 | train acc 0.8974359035491943
step: 170 | train loss: 0.006805003620684147 | train acc 0.8276353478431702
step: 170 | train loss: 0.011408603750169277 | train acc 0.696969747543335
step: 180 | train loss: 0.006154060363769531 | train acc 0.8371757864952087
step: 180 | train loss: 0.007730298675596714 | train acc 0.8461538553237915
step: 190 | train loss: 0.006672874093055725 | train acc 0.811347484588623
step: 190 | train loss: 0.0046184551902115345 | train acc 0.9000000357627869
step: 200 | train loss: 0.009443917311728 | train acc 0.8177257180213928
step: 200 | train loss: 0.03787859156727791 | train acc 0.5
step: 210 | train loss: 0.005760303232818842 | train acc 0.8538682460784912
step: 210 | train loss: 0.007713716942816973 | train acc 0.7692307829856873
step: 220 | train loss: 0.005235724616795778 | train acc 0.8628005981445312
step: 220 | train loss: 0.004736211150884628 | train acc 0.9459459781646729
step: 230 | train loss: 0.00570742879062891 | train acc 0.848703145980835
step: 230 | train loss: 0.004550387617200613 | train acc 0.8378378748893738
step: 240 | train loss: 0.007133465260267258 | train acc 0.8374100923538208
step: 240 | train loss: 0.0054422165267169476 | train acc 0.8500000238418579
step: 250 | train loss: 0.006572357378900051 | train acc 0.837142825126648
step: 250 | train loss: 0.005806782282888889 | train acc 0.8888888955116272
step: 260 | train loss: 0.008565534837543964 | train acc 0.8290766477584839
step: 260 | train loss: 0.0042833429761230946 | train acc 0.9523809552192688
step: 270 | train loss: 0.0070349606685340405 | train acc 0.8526315689086914
step: 270 | train loss: 0.007441794034093618 | train acc 0.8064515590667725
step: 280 | train loss: 0.005268680863082409 | train acc 0.8762446641921997
step: 280 | train loss: 0.010138742625713348 | train acc 0.7631579041481018
step: 290 | train loss: 0.006116022355854511 | train acc 0.8599106073379517
step: 290 | train loss: 0.0026436864864081144 | train acc 0.8918918967247009
step: 300 | train loss: 0.00624371413141489 | train acc 0.8209607005119324
step: 300 | train loss: 0.005932508036494255 | train acc 0.8857142925262451
step: 310 | train loss: 0.006441363133490086 | train acc 0.862017810344696
step: 310 | train loss: 0.008399437181651592 | train acc 0.7714285850524902
step: 320 | train loss: 0.0055975597351789474 | train acc 0.8636363744735718
step: 320 | train loss: 0.010159636847674847 | train acc 0.9000000357627869
step: 330 | train loss: 0.006876959465444088 | train acc 0.8541997075080872
