device cuda n_gpu 1 distributed training False
***** Running training *****
  Batch size = 2
  Num steps = 1783
step: 10 | train loss: 0.023526202887296677 | train acc 0.39074960350990295
step: 10 | train loss: 0.018481068313121796 | train acc 0.5714285969734192
step: 20 | train loss: 0.01221492886543274 | train acc 0.6738816499710083
step: 20 | train loss: 0.008857599459588528 | train acc 0.7878788113594055
step: 30 | train loss: 0.007451062556356192 | train acc 0.8020378351211548
step: 30 | train loss: 0.009538548067212105 | train acc 0.8378378748893738
step: 40 | train loss: 0.008362662978470325 | train acc 0.7962697148323059
step: 40 | train loss: 0.008274969644844532 | train acc 0.7567567825317383
step: 50 | train loss: 0.006217597518116236 | train acc 0.8426966667175293
step: 50 | train loss: 0.002502871211618185 | train acc 0.9000000357627869
step: 60 | train loss: 0.0069714817218482494 | train acc 0.8022598624229431
step: 60 | train loss: 0.0030270423740148544 | train acc 0.925000011920929
step: 70 | train loss: 0.0069997492246329784 | train acc 0.858951210975647
step: 70 | train loss: 0.006588919088244438 | train acc 0.7948718070983887
step: 80 | train loss: 0.005316851660609245 | train acc 0.8529412150382996
step: 80 | train loss: 0.004381551407277584 | train acc 0.8717948794364929
step: 90 | train loss: 0.007810388226062059 | train acc 0.7953889966011047
step: 90 | train loss: 0.003548354608938098 | train acc 0.8947368264198303
step: 100 | train loss: 0.00800689123570919 | train acc 0.8195050954818726
step: 100 | train loss: 0.004829249810427427 | train acc 0.875
step: 110 | train loss: 0.00590038625523448 | train acc 0.8515849709510803
step: 110 | train loss: 0.008081366308033466 | train acc 0.8888888955116272
step: 120 | train loss: 0.006900850683450699 | train acc 0.8036723136901855
step: 120 | train loss: 0.005306275095790625 | train acc 0.800000011920929
step: 130 | train loss: 0.007692110724747181 | train acc 0.8247787356376648
step: 130 | train loss: 0.010631297715008259 | train acc 0.8823529481887817
step: 140 | train loss: 0.009943087585270405 | train acc 0.7906626462936401
step: 140 | train loss: 0.008779154159128666 | train acc 0.7435897588729858
step: 150 | train loss: 0.006211656611412764 | train acc 0.8447293639183044
step: 150 | train loss: 0.006480872165411711 | train acc 0.8378378748893738
step: 160 | train loss: 0.006507544778287411 | train acc 0.8352273106575012
step: 160 | train loss: 0.007398947142064571 | train acc 0.7297297716140747
step: 170 | train loss: 0.006488042883574963 | train acc 0.8414464592933655
step: 170 | train loss: 0.004244751762598753 | train acc 0.8888888955116272
step: 180 | train loss: 0.006813499145209789 | train acc 0.8415697813034058
step: 180 | train loss: 0.0030741682276129723 | train acc 0.9428571462631226
step: 190 | train loss: 0.007794850040227175 | train acc 0.7984962463378906
step: 190 | train loss: 0.018261108547449112 | train acc 0.75
step: 200 | train loss: 0.009479220025241375 | train acc 0.7794871926307678
step: 200 | train loss: 0.006198310758918524 | train acc 0.7894737124443054
step: 210 | train loss: 0.007189618889242411 | train acc 0.8287769556045532
step: 210 | train loss: 0.007991857826709747 | train acc 0.8181818723678589
step: 220 | train loss: 0.006157932803034782 | train acc 0.8438818454742432
step: 220 | train loss: 0.007590731140226126 | train acc 0.7586206793785095
step: 230 | train loss: 0.0062213195487856865 | train acc 0.8364153504371643
step: 230 | train loss: 0.005322152283042669 | train acc 0.8205128312110901
step: 240 | train loss: 0.005126828793436289 | train acc 0.8577525019645691
step: 240 | train loss: 0.012046669609844685 | train acc 0.7179487347602844
step: 250 | train loss: 0.0057278783060610294 | train acc 0.8567454814910889
step: 250 | train loss: 0.005469317082315683 | train acc 0.8421052694320679
step: 260 | train loss: 0.0071471272967755795 | train acc 0.8644940257072449
step: 260 | train loss: 0.007890178821980953 | train acc 0.8571428656578064
step: 270 | train loss: 0.006305996794253588 | train acc 0.8613569140434265
step: 270 | train loss: 0.0032287968788295984 | train acc 0.9473684430122375
step: 280 | train loss: 0.0038833010476082563 | train acc 0.8851540684700012
step: 280 | train loss: 0.004036650061607361 | train acc 0.944444477558136
step: 290 | train loss: 0.004409218672662973 | train acc 0.8876244425773621
step: 290 | train loss: 0.00265631265938282 | train acc 0.8857142925262451
step: 300 | train loss: 0.004698643926531076 | train acc 0.8943661451339722
step: 300 | train loss: 0.0031610678415745497 | train acc 0.9428571462631226
step: 310 | train loss: 0.003842250443994999 | train acc 0.9023323655128479
step: 310 | train loss: 0.004118135664612055 | train acc 0.8857142925262451
step: 320 | train loss: 0.005956725683063269 | train acc 0.855282187461853
step: 320 | train loss: 0.004052216652780771 | train acc 0.9333333969116211
step: 330 | train loss: 0.004897975828498602 | train acc 0.8936508297920227
step: 330 | train loss: 0.0014594376552850008 | train acc 0.9743589758872986
step: 340 | train loss: 0.0049624694511294365 | train acc 0.8757143020629883
step: 340 | train loss: 0.025914818048477173 | train acc 0.6052631735801697
step: 350 | train loss: 0.00444491533562541 | train acc 0.8907563090324402
step: 350 | train loss: 0.006390607450157404 | train acc 0.8857142925262451
step: 360 | train loss: 0.003967303317040205 | train acc 0.892307698726654
step: 360 | train loss: 0.0024482121225446463 | train acc 0.9487179517745972
step: 370 | train loss: 0.006023067981004715 | train acc 0.867521345615387
step: 370 | train loss: 0.008431677706539631 | train acc 0.8648648858070374
step: 380 | train loss: 0.005592936649918556 | train acc 0.8742603659629822
step: 380 | train loss: 0.002778188558295369 | train acc 0.9599999785423279
step: 390 | train loss: 0.004575204569846392 | train acc 0.8986928462982178
step: 390 | train loss: 0.004316194448620081 | train acc 0.8918918967247009
