device cuda n_gpu 1 distributed training False
***** Running training *****
  Batch size = 2
  Num steps = 1781
step: 10 | train loss: 0.022617630660533905 | train acc 0.44463086128234863
step: 10 | train loss: 0.016228409484028816 | train acc 0.5428571701049805
step: 20 | train loss: 0.011625166982412338 | train acc 0.6772333979606628
step: 20 | train loss: 0.007296762894839048 | train acc 0.800000011920929
step: 30 | train loss: 0.008756807073950768 | train acc 0.7773049473762512
step: 30 | train loss: 0.005362014751881361 | train acc 0.9142857193946838
step: 40 | train loss: 0.009161456488072872 | train acc 0.7920227646827698
step: 40 | train loss: 0.008403957821428776 | train acc 0.75
step: 50 | train loss: 0.009850891306996346 | train acc 0.7890961170196533
step: 50 | train loss: 0.0120806023478508 | train acc 0.6500000357627869
step: 60 | train loss: 0.0078087663277983665 | train acc 0.7732962369918823
step: 60 | train loss: 0.008514352142810822 | train acc 0.699999988079071
step: 70 | train loss: 0.009049961343407631 | train acc 0.8109452724456787
step: 70 | train loss: 0.0038064687978476286 | train acc 0.8857142925262451
step: 80 | train loss: 0.007121930830180645 | train acc 0.7929577231407166
step: 80 | train loss: 0.00839943252503872 | train acc 0.7272727489471436
step: 90 | train loss: 0.008414052426815033 | train acc 0.8304093480110168
step: 90 | train loss: 0.012529698200523853 | train acc 0.7837837934494019
step: 100 | train loss: 0.006635933183133602 | train acc 0.8252149224281311
step: 100 | train loss: 0.004014934878796339 | train acc 0.875
step: 110 | train loss: 0.0057014403864741325 | train acc 0.8526912331581116
step: 110 | train loss: 0.005561008118093014 | train acc 0.8684210777282715
step: 120 | train loss: 0.0061667123809456825 | train acc 0.8392602801322937
step: 120 | train loss: 0.008646372705698013 | train acc 0.7948718070983887
step: 130 | train loss: 0.009603871032595634 | train acc 0.7730263471603394
step: 130 | train loss: 0.009099593386054039 | train acc 0.8571428656578064
step: 140 | train loss: 0.009788519702851772 | train acc 0.8166143894195557
step: 140 | train loss: 0.007306351326406002 | train acc 0.7631579041481018
step: 150 | train loss: 0.00655114883556962 | train acc 0.8347578048706055
step: 150 | train loss: 0.0054501136764883995 | train acc 0.8648648858070374
step: 160 | train loss: 0.0060903336852788925 | train acc 0.8328651785850525
step: 160 | train loss: 0.005854699295014143 | train acc 0.8709677457809448
step: 170 | train loss: 0.007437757216393948 | train acc 0.8173913359642029
step: 170 | train loss: 0.0064591155387461185 | train acc 0.7894737124443054
step: 180 | train loss: 0.007217798847705126 | train acc 0.8299418687820435
step: 180 | train loss: 0.0076598781161010265 | train acc 0.7428571581840515
step: 190 | train loss: 0.007034737151116133 | train acc 0.8150289058685303
step: 190 | train loss: 0.006584580987691879 | train acc 0.8333333730697632
step: 200 | train loss: 0.00803690031170845 | train acc 0.8421052694320679
step: 200 | train loss: 0.004534807521849871 | train acc 0.8918918967247009
step: 210 | train loss: 0.006130158435553312 | train acc 0.8508123755455017
step: 210 | train loss: 0.005468970630317926 | train acc 0.9000000357627869
step: 220 | train loss: 0.005909188650548458 | train acc 0.8530259132385254
step: 220 | train loss: 0.006647641770541668 | train acc 0.7948718070983887
step: 230 | train loss: 0.00683730561286211 | train acc 0.7988747954368591
step: 230 | train loss: 0.008731627836823463 | train acc 0.7179487347602844
step: 240 | train loss: 0.006576926913112402 | train acc 0.8326055407524109
step: 240 | train loss: 0.00434519350528717 | train acc 0.925000011920929
step: 250 | train loss: 0.004937145859003067 | train acc 0.8799999952316284
step: 250 | train loss: 0.011132798157632351 | train acc 0.8181818723678589
step: 260 | train loss: 0.008090347051620483 | train acc 0.8174061179161072
step: 260 | train loss: 0.00991399958729744 | train acc 0.7666667103767395
step: 270 | train loss: 0.004697961732745171 | train acc 0.8952802419662476
step: 270 | train loss: 0.005503357388079166 | train acc 0.8529411554336548
step: 280 | train loss: 0.004345031455159187 | train acc 0.8917748928070068
step: 280 | train loss: 0.003295566188171506 | train acc 0.8378378748893738
step: 290 | train loss: 0.006504433695226908 | train acc 0.8420290350914001
step: 290 | train loss: 0.00404158141463995 | train acc 0.84375
step: 300 | train loss: 0.005426184739917517 | train acc 0.8617771863937378
step: 300 | train loss: 0.006306881085038185 | train acc 0.8648648858070374
step: 310 | train loss: 0.00772002711892128 | train acc 0.8487518429756165
step: 310 | train loss: 0.013809447176754475 | train acc 0.7750000357627869
step: 320 | train loss: 0.007912904024124146 | train acc 0.8251851797103882
step: 320 | train loss: 0.014720253646373749 | train acc 0.7000000476837158
step: 330 | train loss: 0.005639435723423958 | train acc 0.8771043419837952
step: 330 | train loss: 0.003007743740454316 | train acc 0.8918918967247009
step: 340 | train loss: 0.00592709518969059 | train acc 0.8788321018218994
